Timestamp,Your name,Roll Number,Your school name,Your class,What was your last year overall percentage or CGPA?,How much time do you spend every day on your self study and homework?,Which is your least favourite or toughest subject?,Subject group,Choose Subject Where The Subject Teacher Rating is [Excellent],Choose Subject Where The Subject Teacher Rating is [Very Good],Choose Subject Where The Subject Teacher Rating is [Good],Choose Subject Where The Subject Teacher Rating is [Average],Choose Subject Where The Subject Teacher Rating is [Poor],Do teachers provide enough support for your academic learning and solving queries?,How do you meet your academic learning goal?,How well do teachers give real-world applications or examples in class?,Does your faculty encourage you to ask questions and create an interactive classroom?,Please add your suggestions or concern related to any teacher.,Does your school have sufficient availability of computer or science labs and libraries that enhance your learning experience?,"Are there sufficient resources for extracurricular activities like music, sports, yoga, dancing, art & crafts?","Does your school conduct events that encourage creativity, innovation, and leadership?",How satisfied are you with the transportation facilities provided by school?,Does your school provide career guidance and academic counselling?,Please share any suggestions or concerns about your school facilities.,How well does your school resolve issues of bullying and harassment?,School behaviour towards challenges like late fees or fee concessions?,Do you feel that there is a fair and transparent exam results and paper checking?,Does your school handle academic stress and wellness issues?,Do you think your school adequately prepared you for competitive exams?,How satisfied are you with the overall quality of teaching at the school?,How would you recommend this school to your friends?,Please share any suggestions or concerns about your school.
22/01/2026 10:52:08,Vivek Kapoor,200399,DPS VARANASI,10 th,6,2-3 Hrs,Physics,Not Applicable,"Science, Accountancy","Physics, English","English, Business Studies","Biology, Accountancy",Economics,Disagree,Coaching from outside faculty,Good,Disagree,Better revision needed,Disagree,Neutral,Strongly agree,Very satisfied,Agree,Improve transport,Well,Strongly negative,Disagree,Well,Strongly disagree,Satisfied,5,Everything good
17/10/2025 09:06:08,Ritu Jain,200400,DPS VARANASI,11th,5,2-3 Hrs,IT/CS,Commerce,"English, Accountancy","Chemistry, Science","Social Science, English","Economics, Maths",Hindi,Disagree,Coaching from outside faculty,Poor,Strongly disagree,Want more doubt sessions,Agree,Very sufficient,Disagree,Very satisfied,Neutral,Clean washrooms needed,Well,Strongly negative,Strongly agree,Very poorly,Neutral,Somewhat satisfied,4,More sports events
12/07/2025 13:21:08,Sanjay Agarwal,200401,DPS VARANASI,8 th,7,<2 Hrs,Other,Biology,"Biology, Social Science","Science, Chemistry","Maths, Physics","Hindi, Business Studies",Science,Strongly agree,Online coaching,Poor,Neutral,I feel that some teachers give too much homework without considering that we have multiple subjects to study. It becomes overwhelming especially before exams when we have to complete assignments and also prepare for tests. Better coordination among teachers regarding homework would really help.,Agree,Very sufficient,Strongly agree,Very satisfied,Agree,Better canteen food needed,Poorly,Strongly negative,Disagree,Very poorly,Strongly disagree,Highly satisfied,2,The school should organize regular workshops and seminars with industry professionals and alumni who have succeeded in different fields. Hearing from people who have practical experience would inspire students and give us better insights into various career paths available after school.
19/01/2025 05:04:08,Aditya Mehta,200402,DPS VARANASI,9 th,7,More than 4 Hrs,Physics,Not Applicable,"English, Physics","Other, Biology","Maths, Accountancy","Science, Business Studies",IT/CS,Agree,Coaching from outside faculty,Good,Agree,"The social science teacher makes history very interesting with stories and anecdotes, but geography classes are quite boring with just reading from the textbook. I think using maps, videos, and interactive tools would make geography more engaging for students like me who find it difficult.",Agree,Very insufficient,Neutral,Very dissatisfied,Agree,"Our school should organize more educational trips and excursions. Learning through experiences is much more effective than classroom teaching alone. Visits to museums, science centers, historical places, and even industries related to our subjects would enhance our understanding significantly.",Well,Positive,Agree,Well,Strongly disagree,Satisfied,1,Better career guidance
04/01/2025 10:51:08,Vikas Tripathi,200403,DPS VARANASI,8 th,5,3-4 Hrs,Other,Not Applicable,"Accountancy, Physics","Physics, Hindi","Accountancy, Other","Science, Economics",IT/CS,Strongly disagree,Internet materials,Average,Agree,I think the biology teacher should use more visual aids like videos and 3D models to explain complex topics like human anatomy and cell biology. Reading from textbooks alone is not enough for us to truly understand these concepts. More interactive teaching methods would be very helpful.,Strongly agree,Neutral,Agree,Very satisfied,Neutral,"Transportation facilities provided by the school are generally good, but the buses are overcrowded during peak hours. This makes the commute uncomfortable and sometimes unsafe. Adding more buses or adjusting routes could help distribute students better and improve the travel experience.",Very poorly,Negative,Strongly agree,Well,Agree,Satisfied,2,No suggestions
28/02/2025 07:59:08,Ayush Yadav,200404,DPS VARANASI,11th,6,<2 Hrs,Physics,Maths,"Chemistry, Economics","Accountancy, Chemistry","Accountancy, Other","Biology, Accountancy",Chemistry,Agree,School only,Poor,Strongly agree,Need more examples,Disagree,Very sufficient,Strongly agree,Very dissatisfied,Neutral,Improve library,Very poorly,Positive,Strongly agree,Adequately,Neutral,Extremely dissatisfied,4,Reduce pressure
29/12/2025 00:25:08,Anjali Rastogi,200405,DPS VARANASI,9 th,8,More than 4 Hrs,Biology,IT/CS,"IT/CS, Maths","Business Studies, Hindi","Maths, Hindi","Economics, English",Physics,Strongly agree,Internet materials,Excellent,Neutral,"The science teacher makes learning very interesting with experiments and real-life examples. However, I think we need more practical lab sessions to really understand the concepts. Sometimes the theory classes can get boring without any hands-on activities. I suggest having at least two lab sessions per week instead of one.",Strongly disagree,Sufficient,Strongly agree,Dissatisfied,Neutral,More activities needed,Very well,Strongly negative,Disagree,Very poorly,Agree,Satisfied,3,More field trips
04/08/2025 16:37:08,Vivek Chaudhary,200406,DPS VARANASI,12th,9,3-4 Hrs,English,Commerce,"Business Studies, IT/CS","Maths, Social Science","Chemistry, Business Studies","Business Studies, Accountancy",Biology,Strongly agree,Internet materials,Average,Strongly disagree,Classes are too fast,Strongly disagree,Very insufficient,Neutral,Satisfied,Strongly disagree,Improve library,Well,Strongly negative,Disagree,Well,Strongly agree,Satisfied,4,"I strongly suggest that our school should introduce more vocational training and skill development courses alongside regular academics. Subjects like basic coding, financial literacy, communication skills, and practical life skills would prepare us better for the real world. Many students don't want to pursue traditional academic paths and need alternative options."
22/12/2025 23:27:08,Pooja Jain,200407,DPS VARANASI,9 th,5,3-4 Hrs,Physics,Commerce,"Social Science, Science","IT/CS, Business Studies","Economics, Maths","Other, Hindi",Hindi,Strongly disagree,School only,Average,Disagree,No concerns,Disagree,Very sufficient,Strongly agree,Dissatisfied,Neutral,Improve transport,Adequately,Negative,Strongly agree,Very well,Strongly disagree,Highly satisfied,4,Better facilities
07/11/2025 16:05:08,Suresh Kumar,200408,DPS VARANASI,11th,8,More than 4 Hrs,Physics,Maths,"Business Studies, Science","Science, Biology","Accountancy, Chemistry","Social Science, Hindi",Economics,Strongly disagree,Online coaching,Excellent,Strongly disagree,Teachers are helpful,Strongly disagree,Sufficient,Strongly disagree,Very dissatisfied,Strongly disagree,Improve transport,Well,Strongly positive,Disagree,Very poorly,Neutral,Satisfied,1,More sports events
18/12/2025 02:03:08,Karan Tiwari,200409,DPS VARANASI,8 th,9,More than 4 Hrs,Accountancy,Biology,"Biology, Social Science","Physics, Science","Science, Social Science","Business Studies, Physics",Hindi,Neutral,Internet materials,Average,Agree,Need more explanation,Disagree,Very sufficient,Strongly agree,Dissatisfied,Neutral,Improve transport,Very poorly,Neutral,Agree,Very well,Neutral,Extremely dissatisfied,2,Better career guidance
14/01/2026 21:34:08,Rahul Yadav,200410,DPS VARANASI,12th,8,<2 Hrs,Physics,Commerce,"Chemistry, Other","IT/CS, Hindi","IT/CS, Hindi","Social Science, Physics",Economics,Agree,Internet materials,Poor,Agree,Better revision needed,Neutral,Very insufficient,Neutral,Dissatisfied,Neutral,Improve transport,Adequately,Positive,Disagree,Well,Neutral,Satisfied,3,Everything good
10/11/2025 15:20:08,Suresh Gupta,200411,DPS VARANASI,12th,5,More than 4 Hrs,English,Maths,"Chemistry, Business Studies","Chemistry, Accountancy","Maths, Accountancy","Accountancy, Social Science",Business Studies,Strongly disagree,Coaching from outside faculty,Very poor,Agree,Teachers are helpful,Agree,Insufficient,Strongly agree,Dissatisfied,Disagree,More sports facilities,Very well,Negative,Neutral,Well,Agree,Satisfied,4,"Our school should have better facilities for students interested in arts and creative fields. Currently, there is too much emphasis on science and commerce while arts students are neglected. A proper art room, music room with instruments, and dedicated teachers for creative subjects would be very helpful."
17/03/2025 20:56:08,Aditya Mishra,200412,DPS VARANASI,8 th,10,More than 4 Hrs,Social Science,Not Applicable,"Physics, Business Studies","Science, Economics","Other, Science","Biology, Accountancy",Business Studies,Strongly disagree,Coaching from existing faculty,Average,Strongly disagree,"The accountancy teacher is good at explaining numerical problems, but rushes through theoretical concepts. Many students including me struggle with the theory portion in exams. It would help if equal time was given to both theory and practical numerical problems during class.",Strongly agree,Very sufficient,Disagree,Satisfied,Strongly agree,No concerns,Very well,Strongly positive,Neutral,Very poorly,Agree,Extremely dissatisfied,4,Better facilities
25/11/2025 05:48:08,Rahul Sharma,200413,DPS VARANASI,7 th,9,More than 4 Hrs,Hindi,Commerce,"Other, Physics","Biology, English","IT/CS, Economics","Biology, IT/CS",Maths,Agree,Online coaching,Good,Neutral,Classes are too fast,Neutral,Very sufficient,Strongly agree,Satisfied,Strongly agree,"I think the school needs to address the issue of bullying more seriously. While teachers try to resolve conflicts, there is no proper system for students to report incidents confidentially. A dedicated counselor or helpline for such issues would make students feel safer.",Very poorly,Negative,Disagree,Very well,Strongly disagree,Satisfied,3,Reduce pressure
15/08/2025 14:13:08,Amit Singh,200414,DPS VARANASI,12th,10,2-3 Hrs,Science,Commerce,"Biology, Science","Hindi, Business Studies","English, Social Science","Chemistry, Social Science",Physics,Agree,Coaching from existing faculty,Average,Agree,"Our computer science teacher is very patient and explains programming concepts clearly. However, we have very limited computer access and have to share systems during practicals. This makes it difficult to practice coding properly. I hope the school can provide more computers for the lab.",Neutral,Sufficient,Neutral,Neutral,Strongly agree,"The school playground and sports facilities are good, but access is limited mostly to students who are part of sports teams. Regular students don't get enough opportunity to use these facilities during breaks or free periods. More open access would encourage physical activity among all students.",Very poorly,Positive,Neutral,Very poorly,Agree,Extremely dissatisfied,4,Better facilities
06/01/2025 22:54:08,Manish Tiwari,200415,DPS VARANASI,7 th,10,3-4 Hrs,Hindi,Commerce,"Science, Maths","IT/CS, Other","Science, Business Studies","Physics, English",Chemistry,Disagree,Reference or side books,Average,Strongly disagree,Want more doubt sessions,Strongly agree,Neutral,Strongly disagree,Neutral,Agree,Good infrastructure,Well,Strongly negative,Neutral,Well,Disagree,Somewhat satisfied,4,More sports events
16/02/2025 14:17:08,Rohit Malhotra,200416,DPS VARANASI,11th,6,More than 4 Hrs,Chemistry,IT/CS,"Social Science, Chemistry","English, Science","Other, Hindi","Hindi, Biology",Economics,Strongly agree,Reference or side books,Excellent,Neutral,Need more explanation,Strongly agree,Very sufficient,Neutral,Very satisfied,Disagree,Need better labs,Very well,Neutral,Agree,Very poorly,Disagree,Highly satisfied,3,Improve labs
26/12/2025 04:00:08,Suresh Jain,200417,DPS VARANASI,6 th,10,3-4 Hrs,Social Science,IT/CS,"Physics, Maths","IT/CS, Science","Maths, IT/CS","Economics, Other",Economics,Strongly disagree,School only,Very poor,Strongly agree,Teachers are helpful,Strongly disagree,Very sufficient,Agree,Neutral,Agree,"I feel that the school timings are too long and exhausting for students. Starting early in the morning and ending late in the afternoon leaves very little time for self-study, hobbies, or rest. Shorter school hours with more efficient teaching could improve both learning and well-being.",Very poorly,Strongly negative,Strongly disagree,Very well,Agree,Highly satisfied,5,"I suggest implementing a proper feedback system where students can anonymously share their concerns and suggestions about teachers and school policies. Currently, there is no official channel for students to voice their opinions without fear of consequences. Regular surveys would help improve school quality."
14/06/2025 14:53:08,Amit Rastogi,200418,DPS VARANASI,10 th,9,<2 Hrs,Maths,Not Applicable,"Economics, English","Hindi, IT/CS","Economics, Business Studies","Accountancy, Science",Business Studies,Agree,Reference or side books,Average,Strongly agree,Need more examples,Strongly disagree,Insufficient,Strongly agree,Very satisfied,Disagree,"Transportation facilities provided by the school are generally good, but the buses are overcrowded during peak hours. This makes the commute uncomfortable and sometimes unsafe. Adding more buses or adjusting routes could help distribute students better and improve the travel experience.",Very well,Strongly positive,Agree,Poorly,Strongly agree,Somewhat satisfied,3,"I suggest having more flexible subject combinations and allowing students to choose electives based on their interests rather than rigid streams. For example, a commerce student interested in psychology should be able to take it as an optional subject without changing their entire stream."
17/04/2025 06:21:08,Ankit Mishra,200419,DPS VARANASI,7 th,8,<2 Hrs,Business Studies,Maths,"English, Physics","Science, Business Studies","Accountancy, Physics","Biology, Science",English,Neutral,Online coaching,Very poor,Strongly agree,Want more doubt sessions,Neutral,Neutral,Neutral,Very satisfied,Neutral,More sports facilities,Very well,Strongly negative,Neutral,Very well,Strongly disagree,Not satisfied,2,"I suggest that the school should reconsider its strict uniform and grooming policies. While maintaining discipline is important, some rules about hair length and accessories seem unnecessary and don't affect our ability to learn. A more relaxed approach would be appreciated by students."
10/05/2025 08:14:08,Kavita Rastogi,200420,DPS VARANASI,7 th,10,2-3 Hrs,Physics,Biology,"Business Studies, Economics","Other, English","Science, Other","Other, IT/CS",Business Studies,Neutral,Online coaching,Very poor,Strongly disagree,Need more examples,Strongly agree,Sufficient,Disagree,Neutral,Strongly disagree,No concerns,Adequately,Positive,Strongly disagree,Well,Disagree,Extremely dissatisfied,3,No suggestions
03/08/2025 11:16:08,Ritu Saxena,200421,DPS VARANASI,6 th,7,2-3 Hrs,Social Science,Maths,"Maths, Chemistry","English, Maths","Economics, Maths","Chemistry, Biology",Social Science,Agree,Internet materials,Very poor,Disagree,Improve punctuality,Strongly disagree,Insufficient,Neutral,Very dissatisfied,Strongly disagree,More activities needed,Well,Strongly negative,Disagree,Poorly,Agree,Highly satisfied,3,More sports events
10/01/2025 23:08:08,Suresh Bansal,200422,DPS VARANASI,10 th,7,2-3 Hrs,Accountancy,IT/CS,"Physics, Business Studies","Science, Physics","Biology, Maths","Business Studies, Accountancy",Chemistry,Strongly agree,Internet materials,Excellent,Disagree,Our class teacher is very supportive and always listens to our problems patiently. I really appreciate how she handles conflicts between students fairly and creates a positive classroom environment. More teachers should follow her approach of being approachable and understanding.,Strongly disagree,Very sufficient,Disagree,Very dissatisfied,Disagree,Good infrastructure,Adequately,Negative,Strongly disagree,Very well,Strongly agree,Somewhat satisfied,3,"The school should introduce mental health awareness programs and have a full-time counselor available for students. Academic pressure, family issues, and social problems affect many students but there is no proper support system. Regular sessions on stress management and emotional well-being would help everyone."
29/06/2025 03:10:08,Ankit Mishra,200423,DPS VARANASI,10 th,6,More than 4 Hrs,Hindi,IT/CS,"Other, Hindi","Accountancy, Economics","Other, Biology","Biology, Social Science",Maths,Disagree,Internet materials,Excellent,Agree,Need more examples,Strongly disagree,Very insufficient,Neutral,Very dissatisfied,Strongly disagree,Good overall,Poorly,Positive,Strongly agree,Well,Strongly disagree,Highly satisfied,4,No suggestions
06/08/2025 10:07:08,Rohit Kapoor,200424,DPS VARANASI,7 th,6,More than 4 Hrs,Physics,Biology,"Physics, Science","Accountancy, IT/CS","Hindi, Business Studies","Biology, Science",Social Science,Agree,Reference or side books,Average,Strongly agree,Need more examples,Agree,Very insufficient,Neutral,Dissatisfied,Disagree,More activities needed,Poorly,Positive,Strongly disagree,Poorly,Disagree,Satisfied,3,Improve labs
12/07/2025 13:47:08,Deepak Rastogi,200425,DPS VARANASI,12th,7,3-4 Hrs,Science,Maths,"Maths, Science","English, Physics","Economics, Physics","Chemistry, Social Science",Social Science,Strongly disagree,Coaching from existing faculty,Good,Agree,No concerns,Strongly disagree,Very sufficient,Neutral,Satisfied,Agree,Clean washrooms needed,Adequately,Negative,Strongly disagree,Adequately,Agree,Highly satisfied,5,Better career guidance
10/04/2025 19:16:08,Rahul Sharma,200426,DPS VARANASI,10 th,6,2-3 Hrs,Business Studies,IT/CS,"Chemistry, Business Studies","Social Science, IT/CS","Business Studies, Hindi","Accountancy, Economics",English,Strongly disagree,Coaching from outside faculty,Average,Strongly agree,Classes are too fast,Agree,Very insufficient,Agree,Very dissatisfied,Strongly disagree,More sports facilities,Adequately,Strongly positive,Disagree,Very poorly,Strongly agree,Somewhat satisfied,3,More activities
28/05/2025 18:54:08,Vivek Sharma,200427,DPS VARANASI,8 th,7,More than 4 Hrs,Economics,Commerce,"Chemistry, Business Studies","IT/CS, Economics","Chemistry, Business Studies","Chemistry, English",Biology,Agree,Reference or side books,Poor,Disagree,Want more doubt sessions,Disagree,Sufficient,Agree,Neutral,Strongly disagree,Improve library,Well,Positive,Agree,Very poorly,Strongly disagree,Satisfied,5,Better career guidance
27/06/2025 09:07:08,Rohit Tiwari,200428,DPS VARANASI,10 th,6,More than 4 Hrs,Economics,Commerce,"Hindi, Maths","Business Studies, Hindi","English, Social Science","Science, Economics",Chemistry,Strongly disagree,Coaching from existing faculty,Good,Strongly disagree,Classes are too fast,Strongly disagree,Insufficient,Disagree,Very dissatisfied,Neutral,More sports facilities,Very poorly,Strongly positive,Strongly disagree,Adequately,Disagree,Highly satisfied,4,More field trips
29/10/2025 02:10:08,Deepak Malhotra,200429,DPS VARANASI,9 th,10,More than 4 Hrs,English,IT/CS,"Hindi, Business Studies","Science, Maths","Chemistry, Maths","Chemistry, Hindi",Science,Strongly disagree,Reference or side books,Good,Disagree,"The accountancy teacher is good at explaining numerical problems, but rushes through theoretical concepts. Many students including me struggle with the theory portion in exams. It would help if equal time was given to both theory and practical numerical problems during class.",Disagree,Very sufficient,Strongly agree,Very satisfied,Disagree,Improve library,Well,Neutral,Disagree,Adequately,Agree,Satisfied,2,More activities
24/06/2025 23:21:08,Amit Tiwari,200430,DPS VARANASI,9 th,8,2-3 Hrs,IT/CS,Biology,"Biology, Business Studies","Hindi, Chemistry","Hindi, Business Studies","Other, Business Studies",Hindi,Disagree,School only,Good,Neutral,Need more explanation,Agree,Neutral,Neutral,Dissatisfied,Strongly agree,More activities needed,Very well,Neutral,Strongly disagree,Very well,Disagree,Not satisfied,5,More field trips
21/07/2025 11:14:08,Ayush Mehta,200431,DPS VARANASI,11th,6,2-3 Hrs,English,Maths,"English, Biology","IT/CS, Chemistry","English, Hindi","Biology, English",Biology,Disagree,School only,Excellent,Strongly agree,Improve punctuality,Neutral,Very insufficient,Strongly agree,Very dissatisfied,Disagree,Clean washrooms needed,Very well,Negative,Neutral,Very poorly,Neutral,Somewhat satisfied,5,Better facilities
20/03/2025 11:10:08,Deepak Jain,200432,DPS VARANASI,6 th,9,2-3 Hrs,Science,Maths,"Accountancy, Economics","Accountancy, Physics","Business Studies, English","Business Studies, Other",Physics,Strongly disagree,Internet materials,Very poor,Neutral,Need more explanation,Agree,Insufficient,Strongly agree,Satisfied,Strongly agree,Need better labs,Very well,Strongly negative,Agree,Well,Neutral,Highly satisfied,2,"I suggest implementing a proper feedback system where students can anonymously share their concerns and suggestions about teachers and school policies. Currently, there is no official channel for students to voice their opinions without fear of consequences. Regular surveys would help improve school quality."
05/03/2025 15:54:08,Nitin Tripathi,200433,DPS VARANASI,7 th,9,<2 Hrs,Science,Commerce,"English, Other","Chemistry, Maths","English, Hindi","Accountancy, Economics",Chemistry,Strongly disagree,School only,Excellent,Strongly agree,I feel that some teachers give too much homework without considering that we have multiple subjects to study. It becomes overwhelming especially before exams when we have to complete assignments and also prepare for tests. Better coordination among teachers regarding homework would really help.,Strongly agree,Sufficient,Agree,Satisfied,Agree,Better canteen food needed,Very well,Neutral,Strongly disagree,Very well,Strongly disagree,Somewhat satisfied,4,Everything good
11/05/2025 12:14:08,Riya Bansal,200434,DPS VARANASI,6 th,8,2-3 Hrs,Hindi,IT/CS,"Social Science, Maths","Biology, Business Studies","Biology, Chemistry","Social Science, Hindi",English,Strongly agree,Reference or side books,Excellent,Neutral,"The accountancy teacher is good at explaining numerical problems, but rushes through theoretical concepts. Many students including me struggle with the theory portion in exams. It would help if equal time was given to both theory and practical numerical problems during class.",Agree,Insufficient,Agree,Neutral,Agree,Better canteen food needed,Very well,Strongly positive,Strongly agree,Well,Strongly agree,Highly satisfied,4,"I strongly suggest that our school should introduce more vocational training and skill development courses alongside regular academics. Subjects like basic coding, financial literacy, communication skills, and practical life skills would prepare us better for the real world. Many students don't want to pursue traditional academic paths and need alternative options."
15/01/2025 12:09:08,Arjun Singh,200435,DPS VARANASI,8 th,5,More than 4 Hrs,Accountancy,Maths,"Biology, Social Science","English, Science","Economics, Other","Biology, IT/CS",IT/CS,Strongly disagree,School only,Excellent,Strongly disagree,Better revision needed,Disagree,Neutral,Strongly agree,Very satisfied,Strongly disagree,More sports facilities,Adequately,Negative,Strongly agree,Poorly,Neutral,Extremely dissatisfied,3,Improve teaching
20/08/2025 06:13:08,Ramesh Mehta,200436,DPS VARANASI,12th,9,3-4 Hrs,Biology,Biology,"English, Chemistry","Biology, Hindi","Chemistry, Business Studies","Maths, Science",Hindi,Disagree,School only,Good,Strongly agree,Need more examples,Disagree,Neutral,Neutral,Very dissatisfied,Disagree,More sports facilities,Very well,Negative,Agree,Very poorly,Strongly disagree,Highly satisfied,2,Better career guidance
11/05/2025 19:09:08,Aditya Bansal,200437,DPS VARANASI,11th,10,<2 Hrs,IT/CS,Commerce,"Science, Biology","Biology, Science","Science, Accountancy","Accountancy, Hindi",English,Agree,Reference or side books,Good,Neutral,"Our economics teacher makes the subject very interesting by discussing current events and news. However, sometimes the discussions go off-topic and we don't cover the syllabus properly. I suggest having a better balance between current events and textbook concepts.",Strongly disagree,Sufficient,Neutral,Neutral,Disagree,Clean washrooms needed,Adequately,Strongly positive,Disagree,Well,Disagree,Somewhat satisfied,1,Improve teaching
30/05/2025 09:13:08,Nitin Saxena,200438,DPS VARANASI,11th,7,2-3 Hrs,Biology,Maths,"Other, Social Science","Social Science, Other","Accountancy, Biology","Physics, Chemistry",Business Studies,Neutral,Reference or side books,Poor,Agree,"The social science teacher makes history very interesting with stories and anecdotes, but geography classes are quite boring with just reading from the textbook. I think using maps, videos, and interactive tools would make geography more engaging for students like me who find it difficult.",Neutral,Sufficient,Neutral,Very satisfied,Disagree,No concerns,Very poorly,Negative,Disagree,Poorly,Neutral,Not satisfied,3,Better facilities
22/02/2025 18:45:08,Pooja Kapoor,200439,DPS VARANASI,8 th,5,2-3 Hrs,Business Studies,Maths,"Hindi, Physics","IT/CS, Science","Business Studies, Economics","Social Science, Accountancy",Hindi,Agree,Reference or side books,Very poor,Strongly agree,Want more doubt sessions,Strongly agree,Very sufficient,Neutral,Very dissatisfied,Strongly disagree,More activities needed,Poorly,Strongly negative,Neutral,Well,Disagree,Highly satisfied,2,Better career guidance
23/11/2025 14:52:08,Vivek Sharma,200440,DPS VARANASI,8 th,7,2-3 Hrs,IT/CS,Biology,"Economics, Science","Accountancy, English","Hindi, Accountancy","IT/CS, Biology",Biology,Disagree,Internet materials,Good,Strongly agree,Improve punctuality,Neutral,Sufficient,Disagree,Dissatisfied,Strongly agree,"The school playground and sports facilities are good, but access is limited mostly to students who are part of sports teams. Regular students don't get enough opportunity to use these facilities during breaks or free periods. More open access would encourage physical activity among all students.",Very well,Positive,Neutral,Poorly,Disagree,Highly satisfied,3,More sports events
25/07/2025 07:39:08,Anjali Gupta,200441,DPS VARANASI,9 th,9,2-3 Hrs,Maths,Commerce,"Chemistry, IT/CS","Maths, Chemistry","Business Studies, English","Accountancy, Other",Maths,Strongly disagree,Internet materials,Poor,Strongly disagree,Improve punctuality,Neutral,Insufficient,Neutral,Very satisfied,Strongly disagree,Improve transport,Well,Strongly negative,Disagree,Well,Strongly disagree,Extremely dissatisfied,2,Better facilities
01/11/2025 18:19:08,Neha Saxena,200442,DPS VARANASI,9 th,9,<2 Hrs,Hindi,Maths,"Business Studies, Chemistry","Maths, Business Studies","Social Science, Biology","Other, Physics",Social Science,Strongly agree,School only,Excellent,Strongly agree,Good teaching overall,Neutral,Sufficient,Strongly disagree,Dissatisfied,Strongly agree,No concerns,Very well,Strongly negative,Agree,Very poorly,Agree,Not satisfied,4,Improve teaching
19/04/2025 07:36:08,Karan Mehta,200443,DPS VARANASI,9 th,9,More than 4 Hrs,Maths,Maths,"Accountancy, Biology","Social Science, Biology","Chemistry, Business Studies","Economics, English",English,Neutral,Coaching from existing faculty,Very poor,Strongly agree,No concerns,Agree,Very sufficient,Agree,Dissatisfied,Agree,Good infrastructure,Very well,Negative,Strongly agree,Well,Disagree,Extremely dissatisfied,4,More field trips
29/03/2025 12:40:08,Aakash Mishra,200444,DPS VARANASI,11th,5,2-3 Hrs,Business Studies,IT/CS,"Science, Maths","Hindi, Science","Other, Economics","Chemistry, Hindi",Social Science,Strongly agree,Internet materials,Poor,Neutral,Teachers are helpful,Agree,Sufficient,Neutral,Satisfied,Strongly agree,"The school playground and sports facilities are good, but access is limited mostly to students who are part of sports teams. Regular students don't get enough opportunity to use these facilities during breaks or free periods. More open access would encourage physical activity among all students.",Adequately,Positive,Agree,Very well,Neutral,Extremely dissatisfied,1,Better facilities
01/12/2025 09:28:08,Neha Mehta,200445,DPS VARANASI,11th,9,More than 4 Hrs,Social Science,Commerce,"Biology, English","Other, Social Science","Business Studies, English","IT/CS, Physics",Other,Strongly disagree,School only,Excellent,Strongly agree,Teachers are helpful,Strongly disagree,Insufficient,Disagree,Very dissatisfied,Strongly agree,Improve transport,Adequately,Strongly negative,Disagree,Poorly,Agree,Highly satisfied,3,Reduce pressure
31/10/2025 16:17:08,Ankit Rastogi,200446,DPS VARANASI,12th,8,More than 4 Hrs,Economics,Maths,"Accountancy, Other","Accountancy, Biology","English, Maths","Biology, Social Science",Other,Agree,Online coaching,Very poor,Strongly agree,Want more doubt sessions,Neutral,Very insufficient,Strongly disagree,Dissatisfied,Neutral,No concerns,Well,Strongly negative,Strongly agree,Poorly,Disagree,Somewhat satisfied,4,Better career guidance
07/04/2025 02:30:08,Priya Sharma,200447,DPS VARANASI,12th,10,<2 Hrs,IT/CS,Not Applicable,"English, Hindi","Chemistry, Business Studies","Hindi, Chemistry","English, IT/CS",Science,Disagree,Internet materials,Excellent,Disagree,No concerns,Neutral,Sufficient,Disagree,Very satisfied,Strongly disagree,Good overall,Poorly,Strongly negative,Strongly agree,Poorly,Strongly disagree,Somewhat satisfied,2,Reduce pressure
26/11/2025 15:28:08,Manish Tiwari,200448,DPS VARANASI,7 th,10,More than 4 Hrs,Accountancy,IT/CS,"IT/CS, Science","Biology, Maths","Other, IT/CS","English, Maths",IT/CS,Agree,Reference or side books,Excellent,Strongly disagree,Good teaching overall,Strongly disagree,Sufficient,Agree,Dissatisfied,Agree,Improve library,Poorly,Neutral,Disagree,Very poorly,Neutral,Satisfied,4,More sports events
21/03/2025 09:25:08,Aakash Singh,200449,DPS VARANASI,9 th,9,<2 Hrs,IT/CS,Not Applicable,"Hindi, Social Science","Science, English","Maths, Science","Chemistry, Social Science",Accountancy,Neutral,Coaching from outside faculty,Very poor,Strongly disagree,Need more explanation,Disagree,Very sufficient,Neutral,Neutral,Disagree,More sports facilities,Very well,Negative,Strongly disagree,Well,Disagree,Highly satisfied,1,Reduce pressure
08/02/2025 12:44:08,Rahul Pandey,200450,DPS VARANASI,6 th,8,More than 4 Hrs,Social Science,Commerce,"Science, Biology","English, Business Studies","Business Studies, Science","Economics, English",Economics,Neutral,Reference or side books,Very poor,Neutral,Teachers are helpful,Strongly agree,Sufficient,Neutral,Very dissatisfied,Strongly agree,Improve library,Well,Neutral,Strongly disagree,Very poorly,Strongly agree,Not satisfied,1,"I suggest implementing a proper feedback system where students can anonymously share their concerns and suggestions about teachers and school policies. Currently, there is no official channel for students to voice their opinions without fear of consequences. Regular surveys would help improve school quality."
